ID,Cluster,NumClusters,Algorithm,MaxIter,Tolerance,NInit,Metric,MaxIterBarycenter,UseVoltage,UseAll3Phases,MinClusterSize,MaxClusterSize,HandleMinClusters,HandleMaxClusters,SilhouetteScore
56289366,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56289477,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56293141,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56293272,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56294396,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56295013,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56301015,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56308594,2,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56311271,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56311351,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56317657,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56319030,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56320091,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56322231,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56323361,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56323691,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56326172,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56329635,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56330203,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56335748,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56335842,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56336916,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56338693,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56347545,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56357204,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56377049,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56499039,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56507713,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56513612,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56513866,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56515638,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56516198,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56516753,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56522709,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56525100,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56526411,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56529266,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56533347,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56533679,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56535776,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56536684,2,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56540017,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56540360,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56540435,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56543050,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56545080,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56545746,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56549119,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56550262,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56550599,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56560999,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56565947,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56570677,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56572179,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56575867,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56576283,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56576441,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56579400,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56606528,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56625057,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56628324,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56629780,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56644803,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56657906,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56659386,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56665224,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56672125,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56673404,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56678759,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56679738,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56683313,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56684216,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56690172,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56695287,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56697803,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56700184,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56710961,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56745649,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56751349,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56780579,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56786559,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56787001,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56801641,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56803200,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56807591,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56807960,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56809736,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56812446,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56815763,0,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56816331,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56816537,3,4,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
