ID,Cluster,NumClusters,Algorithm,MaxIter,Tolerance,NInit,Metric,MaxIterBarycenter,UseVoltage,UseAll3Phases,MinClusterSize,MaxClusterSize,HandleMinClusters,HandleMaxClusters,SilhouetteScore
56289366,4,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56289477,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56293141,11,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56293272,6,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56294396,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56295013,6,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56301015,12,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56308594,8,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56311351,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56317657,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56319030,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56320091,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56322231,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56323361,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56323691,15,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56326172,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56329635,5,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56330203,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56335748,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56335842,12,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56336916,15,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56338693,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56347545,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56357204,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56377049,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56507713,15,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56513612,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56513866,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56515638,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56516198,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56516753,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56522709,9,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56525100,9,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56526411,9,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56529266,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56533347,15,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56533679,14,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56535776,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56536684,8,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56540017,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56540360,12,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56540435,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56545080,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56545746,5,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56549119,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56550262,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56550599,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56560999,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56565947,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56570677,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56572179,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56575867,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56576283,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56576441,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56579400,2,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56606528,0,16,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
