ID,Cluster,NumClusters,Algorithm,MaxIter,Tolerance,NInit,Metric,MaxIterBarycenter,UseVoltage,UseAll3Phases,MinClusterSize,MaxClusterSize,HandleMinClusters,HandleMaxClusters,SilhouetteScore
56289366,6,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56289477,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56293141,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56293272,18,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56294396,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56295013,11,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56297786,9,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56301015,11,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56308594,10,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56311271,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56311351,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56313766,18,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56317657,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56319030,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56320091,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56322231,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56323361,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56323691,12,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56326172,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56326218,12,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56329635,4,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56330203,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56335748,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56335842,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56336916,12,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56338693,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56347545,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56357204,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56377049,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56499039,13,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56507713,12,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56508926,12,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56512524,12,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56513612,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56513866,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56515638,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56516198,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56516753,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56522709,1,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56525100,11,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56526411,19,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56529266,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56533347,12,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56533679,4,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56535776,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56536684,10,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56540017,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56540360,0,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56540435,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56543050,5,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56545080,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56545746,4,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56549119,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56550262,16,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56550599,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56560999,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56565947,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56570677,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56572179,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56575867,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56576283,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56576441,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56579400,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56606528,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56625057,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56628324,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56629780,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56641711,17,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56644803,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56657906,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56659386,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56665224,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56672125,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56673404,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56678759,8,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56679738,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56683313,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56684216,2,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56690172,0,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56692568,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56695287,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56697803,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56700184,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
56710961,15,20,tskmeans,100,7e-07,1,softdtw,100,True,True,1,10,nothing,nothing,
